movieskey,moviename,deathcount,deathcomment
166,saving silverman,1,1
161,saw,7,6 and a foot
162,saw ii,9,9
168,saw iii,9,9
228,saw iv,9,9
381,saw v,5,5
490,saw vi,12,12
672,saw vii,21,21
1468,scanners,20,20
1343,scarecrows,6,6
400,scarface,42,42
1380,scarface (1932),30,30
215,scary movie,17,17
1675,scary movie 2,5,5
1677,scary movie 3,15,12 and 3 aliens
1679,scary movie 4,21,21
1681,scary movie 5,3,"1, a chicken and a bird"
792,schindlers list,10033,"10,033"
345,schizopolis,2,2
978,scorched,1,1 duck
729,scotland pa,5,5
1364,scott pilgrim vs the world,26,26
913,scream,7,7
914,scream 2,10,10
1683,scream 3,10,10
1687,scream 4,12,12
898,scream of the banshee,6,5 and a banshee
722,screamers,132,"76 people, 11 Type 1-revised screamers, 2 Type 2 screamers, 40 Type 3 screamers, 2 Type 4 screamers, and 1 rat"
1729,scrooged,2,2
1586,se7en seven,5,4 and a fetus
1165,season of the witch,1171,"1,140 people, 12 wolves, 18 zombie monks and 1 demon"
647,secret agent,4,4
1752,see girl run,0,0
243,see no evil (1971),4,4
922,see no evil (2006),11,10 and a bug
1083,seed,14,14
25,seed of chucky,12,10 and 2 dolls
1534,seeking a friend for the end of the world,3,3
2081,serena,18,"13 people, 1 fetus, 1 snake, 1 panther, 1 deer and 1 unidentified animal"
387,serenity,197,196 and a bug
828,serious man a serious man,3,2 and a deer
1635,serpico,0,0
505,seven pounds,8,8
1480,seven psychopaths,14,14
584,sex and death 101,3,3
2056,sex ed,0,0
1664,sexting,0,0
513,sfw,5,5
289,shaded places,2,1 and a dog
937,shaft (2000),25,25 people and 10 motherfuckers
2127,shakespeare in love,1,1
1404,shark night,11,9 people and 2 sharks
1577,shark week,14,10 and 4 sharks
1595,sharknado,228,"22 people, 205 sharks and a duck"
174,shaun of the dead,35,34 and a pigeon
1224,sheltered,10,10
1512,sheriff tom vs the zombies,66,17 people and 49 zombies
529,sherlock holmes,6,6
1168,sherlock holmes: a game of shadows,36,36
1306,shiver,8,7 and a sheep
1011,shoot em up,98,96 plus 2 deaths by carrot to the face
1162,shooter,56,55 people and a dog
1222,shooters,9,9
1812,showgirls,0,0
2111,shrek,87,"1 plus 1 bug, 4 fish, 1 slug, 1 bird, 3 weedrats, 1 spider and a spiderweb full of bugs"
2112,shrek 2,3,"1 mermaid, 1 dove and 1 fairy godmother"
326,shrek the third,4,1 Frog King Dad-in-Law and 3 bugs
1347,shriek if you know what i did last friday the 13th,15,13 people and 2 bugs
1110,shrink,1,1 dog
807,shrooms,7,6 and a goat
666,shutter (2008),2,2
651,shutter island,1,1
1281,silent house,1,1
534,silent night deadly night,14,13 and a snowman
1678,silver linings playbook,0,0
793,sin city,59,59
1906,sin city: a dame to kill for,66,66
619,single white female,4,3 and a dog
1095,singles,1,1 fetus
1496,sinister,4,3 and a scorpion
1183,sister my sister,2,2
1221,skipped parts,1,1 fetus
1267,skyfall,50,50 and 2 bitches banged
1307,slaughtered,10,10
1423,slave,12,12
911,slc punk,1,1
1061,sleepaway camp,11,11
1062,sleepaway camp ii: unhappy campers,18,18
1063,sleepaway camp iii: teenage wasteland,17,16 and a fish
1597,sleeper,0,0
105,sleepers,8,8
1744,sleeping beauty,1,1
1014,sleeping beauty,2,2
278,sleepwalkers,11,"7, 2 sleepwalkers and 2 cats"
1435,slither,201,"97 people, 77 alien slugs, 11 dogs, 8 cats, 3 coyotes, 2 cows, a mare, a possum and a deer"
185,slow burn,8,7 and a fly
972,slugs: the movie,16634,"11 people, 1 hamster, 9 slug eggs and 16,613 mutated slugs"
2092,slumdog millionaire,4,4
138,smokin aces,35,35
100,snakes on a plane,118,"62 people, 54 snakes, 1 cat and 1 dog. Also, Samuel L. Jackson said motherfucker/ing five times."
86,snatch,21,21
1529,snitch,16,16
515,snoop doggs hood of horror,18,17 and a dog
1547,snow white and the huntsman,66,"63, a dwarf, a horse and the Evil Queen"
1341,snow white: a tale of terror,13,"8 people, 1 stillborn baby, 1 horse, 1 pig, 1 bird and a crow"
1833,snowpiercer,15136,136 people and a vat of bugs
1111,soapdish,1,1 cockroach
1335,someones knocking at the door,4,4
2109,something borrowed,0,0
2132,son of the mask,0,0
306,soo,26,26
1024,soul surfer,1,1 shark
1593,source code,0,0
205,south park: bigger longer & uncut,2,"2. That's right, I said TWO. The 312 people, 2 bears, robot king and demon that died in the war DON'T COUNT!"
413,southland tales,524,24 and a mega-zeppelin
2075,southpaw,2,2
1260,spaceballs,19,19
1256,spawn,62,"39, 20 maggots, 2 worms and 1 Violator"
1147,species,19,"14 people , 2 rats, 1 alien life form and 2 alien-human hybrids"
1148,species ii,44,"23 people, 20 alien babies and 1 alien-human hybrid"
1149,species iii,12,"7 people,1 cat, 1 alien-human hybrid and 3 half-breeds"
1150,species iv: the awakening,14,"9 people, 4 alien-human hybrids and 1 unborn alien baby"
1274,spider-man,19,19
1275,spider-man 2,5,4 and Doc Ock
1282,spider-man 3,3,2 and the Venom Symbiote
739,splice,8,"3 people, 1 Ginger, 1 Fred, 1 rabbit, 1 cat and 1 Dren"
453,spy who loved me,111,"44, a fish, a shark and two submarines full of guys in orange jumpsuits. Oh, and two bitches banged"
830,stag night,12,11 and a dog
1951,stage fright,7,7
1782,stake land,43,"20 people, 20 vampires, a forest animal, a baby and a fetus"
2063,stalled,4,3 people and 1 zombie
1973,stand by me,0,0
447,star trek (2009),5999995636,"5,999,995,635 and one alien creature"
1965,star trek ii: the wrath of khan,27,25 and 2 earwigs
1966,star trek iii: the search for spock,97,95 plus 1 space-snake alien life form and 1 Klingon spacedog
1967,star trek iv: the voyage home,0,0
1968,star trek v: the final frontier,4,3 and 1 god dude
2114,star trek vi: the undiscovered country,500015,"500,011 Klingons, 3 humans and 1 Chameloid"
2115,star trek: generations,394,384 plus 2 Romulans and 8 Klingons
1938,star trek: the motion picture,2412,"2,412"
749,star wars: episode i - the phantom menace,162,"21, 3 gungam mounts, 4 destroyers, 2 tattooine lizard rats, 130 droids, 1 black gooberfish, and 1 eel-igator. Also 0 motherfuckers from Samuel L. Jackson."
751,star wars: episode ii - attack of the clones,200697,"128 (including Jango Fett) plus 2 extremely poisonous giant centipedes, 1 giant alien saber-rat, 1 space beast, 1 space rhinocerous, 1 Mary-beast, 2 AT-TE walkers, 377 droids, 25 big-boned droids, 1 spider droid, 8 roller droids, 2 destroyers, and 1 ball ship."
756,star wars: episode iii - revenge of the sith,353646,"117 plus 88 droids, 2 destroyers, 2 horseshoe crab ships, half of General Grievous's ship, 4 starfighters, 1 vulture droid, 8 buzz droids, 5 big-boned droids, 6 jedi-looking droids, 2 rolling water droids, 2 spider droids, 2 flying saucer ships and a hovertank."
758,star wars: episode iv - a new hope,1972739840,"115 plus 9 jawas, 6 X-Wings, 8 TIE Fighters, 3 Y-Wings, the entire planet of Alderaan and one Death Star"
780,star wars: episode v - the empire strikes back,136,"38, 2 tauntauns, 1 probe droid, 2 AT-AT Imperial Walkers, 4 TIE fighters and one mynock"
786,star wars: episode vi - return of the jedi,2615849,"76 (including Yoda, Boba Fett, Jabba the Hut, the Emperor and Darth Vader) plus 1 rancor, 1 Jabba-snack (a.k.a. frog), 1 space slug, 5 ewoks, 4 X-Wings, one rebel fighter, one kamikaze rebel fighter, 3 AT-ATs, 10 TIE Fighters, 2 rebel cruisers, 2 star destroyers and one unfinished death star."
634,stardust,17,"8 plus 4 witches, 1 star, 1 ferret, 1 small alligator, 1 goat and 1 unicorn"
1596,starman,0,0
151,starsky & hutch,3,"1, an iguana tail and a pony"
1515,stash house,7,6 and a raccoon
1792,state of emergency,9,1 and 8 infected
583,state of play,5,5
816,staten island,7,7
1518,static (aka glitch),4,4
92,stay alive,10,9 and a vampire
1564,stoker,6,5 and a bird
930,stone,3,2 and a fly
75,storm of the century,11,11
1338,straight as,1,1
944,strange brew,2,2
233,strange days,13,12 and a dog
1145,strangeland,3,3
686,strangers on a train,3,3
411,street kings,12,12
1546,street trash,13,13
1997,stretch,1,1
158,striptease,2,2
862,sucker punch,1,1
1495,sudden death,36,36
374,suicide club,80,78 and 2 small animals
1869,sunset strip,0,0
1511,sunshine cleaning,2,2
900,super,19,19
802,super 8,9,9
961,superfly,2,2
1291,supergirl,1,1
1273,superman,2000000004,4 and the planet Krypton
1296,superman ii,10,9 and a snake
1320,superman iii,1,1 self aware supercomputer
1352,superman iv: the quest for peace,1,Nuclear Man
2053,superman returns,2000000005,"5 people, 1 dog and Krypton"
538,superstar,2,2
455,surrender dorothy,1,1
734,surrogates,13,13
711,survival of the dead,96,"94, a pig, and a horse"
1053,suspicion,2,2
1181,sutures,16,16
356,swat,20,20 and 0 motherfuckers
258,sweeney todd: the demon barber of fleet street,15,12 and 3 bugs
348,sweet home alabama,1,1 mosquito
1342,sweet karma,9,9
251,swimming pool,1,1
142,swordfish,37,36 and a yacht
1870,sympathy for delicious,1,1
927,syriana,10,10
1263,take me home,1,1
1673,take this waltz,0,0
586,taken,20,20
1215,taken 2,26,26
2006,taken 3,18,18
1097,tales from the crypt: demon knight,22,12 and 10 demons
1969,tammy,0,0
964,tangled,1,1
1313,tank girl,95,"93 people, 1 Ripper and a yak"
1791,tarzan,12,"3 people, 1 gorilla, 1 gorilla baby, 1 leopard and 6 bugs"
1604,tattoo a love story,0,0
365,taxi driver,4,4
250,team america: world police,2066,"2,066 plus 1 motherfucker from Samuel L. Jackson's puppet."
1372,ted bundy,18,18
1006,teeth,2,2
1828,teeth & blood,4,1 human and 3 vampires
738,tenebre,12,12
129,terminator 1,39,"37, 1 machine and 1 terminator"
130,terminator 2: judgment day,13,"10, 1 flying machine and 2 terminators"
153,terminator 3: rise of the machines,3000000022,"3,000,000,017, one TX, two T-1's, one T-101, and one flying thing"
613,terminator salvation,500070,"53, 5 terminators, 2 motorcycle killing machines, 2 hunter killers, 8 face-eating water snake machines (a.k.a. machine face snake eaters) and Skynet Central"
1784,texas chainsaw 3d ,14,14
305,thank you for smoking,1,1
882,thankskilling,12,"10 plus 1 dog, 1 baby bunny and a turkey rape"
360,the	thing,24,"12 people, 5 dogs and 7 ""things"""
851,the a-team,25,25
1205,the afflicted,6,6
837,the american,9,9
241,the anarchist cookbook,17,17
1190,the andromeda strain,13,"3 people, 6 birds, 3 rats and a monkey"
1871,the angriest man in brooklyn,2,1 and a cat
2048,the art of the steal,0,0
1909,the aviator,3,3
1867,the babadook,61,1 dog and 60 worms
7,the baby,3,a disappointing 3
1606,the babymakers,0,0
656,the babys room,1,1
492,the basketball diaries,2,2
1266,the baytown outlaws,44,44
801,the beach,8,8
2148,the beaver,0,0
1666,the best exotic marigold hotel,1,1
1261,the best exotic marigold hotel,1,1
1964,the best of times,0,0
2108,the beyond,16,16
238,the big lebowski,1,1
1621,the big wedding,0,0
1315,the big white,1,1
1632,the birdcage,0,0
545,the birds,20,3 and 17 birds
737,the blind side,1,1
1878,the bling ring,0,0
232,the blob (1958),6,6
417,the blob (1988),28,27 and a rat
683,the book of eli,53,51 plus a cat and a bird
342,the boondock saints,36,35 and a cat
494,the boondock saints ii: all saints day,56,56
1371,the box,8,8
597,the box (2009),3,3
37,the break-up,1,1 relationship
1648,the breakfast club,0,0
64,the bride,5,4 and a midget
1026,the butcher (2006),8,8
1492,the butcher (2007),4,4
1525,the butcher (2009),35,35
1212,the butchers,12,3 people and 9 chickens
221,the butterfly effect,1,1 unborn child. Unless you watch the theatrical version and then it's ZERO.
1883,the cable guy,0,0
1762,the call,2,2
849,the card player,8,7 and a radio
255,the cave,9,6 and 3 cave creatures
1979,the chair,3,3
1814,the china syndrome,1,1
523,the christmas season massacre,9,9
697,the christmas tale,4,4
1758,the chronicles of riddick,2000177,"80 humans, 96 Necromongers (aka Monger Lords), 1 quasi dead and a planet"
553,the chumscrubber,1,1
1955,the cider house rules,9,4 people and 5 fetuses
460,the city of lost children,9,"5 plus a set of siamese twins, a dwarf and a parakeet"
1425,the cold light of day,19,19
1908,the collection (2012),129,"126, 2 dogs and 1 large cockroach"
464,the collector,11,"7, 1 cat, 2 fish and 1 dog"
1393,the conjuring,7,1 dog and 6 birds
1403,the conspirator,6,6
173,the contract (2006),14,14
1561,the counselor,8,8
559,the craft,10,3 and 7 sharks
681,the crazies (2010),1266,"1,266"
1711,the croods,23,"17, a ram bird egg, a land whale, a mammoth, a scorpion, a bird crocodile and a giant flying bug"
2130,the crow,27,27
1226,the curve,2,2
2096,the da vinci code,18047,"18,047"
1308,the darjeeling limited,1,1
1455,the dark crystal,7,"2 Skeksis, 2 Mystic, 2 Landstriders and a crawly"
1324,the dark knight rises,112,111 plus Bane
145,the dead girl,1,1
1254,the dead one (el muerto),3,3
1395,the deer hunter,36,34 and 2 deer
1219,the dentist,4,3 and a dog
88,the departed,20,19 and a fly
207,the descent,17,"7, plus 10 mutant-things"
1507,the details,4,"1, a fetus, a cat and a racoon"
1239,the devil inside,1,1
1584,the devils carnival,3,3
51,the devils rejects,20,20
1892,the diving bell and the butterfly,0,0
899,the donner party,8,"6, a bear and a deer"
859,the doom generation,9,8 and 1 dog
706,the emperors new groove,2,2 bugs
1961,the equalizer,22,22
1934,the exorcist,4,4
640,the expendables,165,165
1396,the expendables 2,417,417 (203 before the title)
1471,the extra man,1,1
1963,the faculty,5,"3 people, 1 rat and 1 parasite spitting alien queen"
1993,the fall of the house of usher,3,3
353,the family stone,1,1
1037,the family tree,1,1
776,the farmers wife,1,1
660,the fast and the furious: tokyo drift,1,1
209,the fifth element,320,"22 humans, plus an entire space battleship, 26 mangolores, 3 mondoshawans, 17 parasites, one cockroach and one diva"
1184,the fish child,5,3 people and 2 dogs
1746,the five-year engagement,4,4
1962,the fly (1986),2,1 baboon and 1 Brundlefly
554,the fourth kind,4,4
93,the french connection,13,13
1454,the frighteners,21,20 and a fly
395,the fugitive,7,7
1754,the game,1,1
746,the gate,1,1 demon lord
787,the ghost writer,3,3
1643,the giant mechanical man,0,0
775,the girl who played with fire,4,4
1070,the girl with the dragon tattoo,4,3 and a cat
1764,the glass house,7,7
943,the godfather,19,18 and a horse
337,the golden compass,55,54 and an ice bear
915,the good girl,2,2
774,the good son,3,2 and a dog
645,the goods: live hard sell hard,1,1
1541,the grand budapest hotel,12,11 and a cat
773,the gravedancers,6,6
1448,the great gatsby (2013),3,3
1440,the great muppet caper,1,1 fly
279,the green mile,7,7
1856,the grudge,11,10 and a cat
1718,the guilt trip,0,0
1301,the hangover part iii,9,"4 people, 2 chickens, 2 dogs and a giraffe"
329,the happening,47,47
2091,the hateful eight,14,14 people and 2 motherfuckers
465,the haunting in connecticut,6,6
1497,the heat,5,5
1394,the help,3,"1 person, 1 fetus and a chicken"
1990,the hills have eyes (1977),10,"7, a spider, a dog and a bird"
115,the hills have eyes (2006),19,"15, 1 fish, 1 lizard, 1 dog and 1 bird"
2037,the hills have eyes 2 (2007),17,16 and a rat
1991,the hills have eyes part 2 (1985),7,7
128,the hitcher 	 ,23,"21 people, 1 rabbit and 1 dragonfly"
170,the hitchhikers guide to the galaxy,6486329384,"Planet Earth, minus 2 people, minus 2 aliens, and minus all of the dolphins. Plus 2 crabs, 1 sperm whale, 1 bowl of petunias and an entire battle fleet of strange and warlike beings resplendent in black jeweled battle shorts. Plus two mice."
1485,the hobbit: an unexpected journey,308,"13 men, 55 dwarves, 33 orcs, 3 trolls, a stone-giant, 185 goblins, the Goblin King, 16 wargs and a snail"
1188,the hole,4,4
1655,the holiday,0,0
2134,the hollow,21,20 and a dog
254,the hollywoohe sd strangler meets the skid row slasher,12,12
1824,the horse whisperer,1,1
1735,the hot flashes,0,0
1862,the house october built,0,0
1328,the house of the devil,3,3
265,the hudsucker proxy,2,2
772,the human centipede,6,6
950,the hunger games,26,"22, a bird, a lizard, 2 squirrels and a placemat"
535,the hurt locker,19,18 and a fly
299,the ice pirates,20,"10 humans, 1 frog lady and 9 robots"
1251,the imaginarium of doctor parnassus,9,"6, 2 flies and a chicken"
1310,the immaculate conception of little dizzle,4,4 blue butt fish babies
1300,the incredibles,24,"17, 5 bugs and 2 Omnidroid robots"
469,the international,16,16
1669,the internship,0,0
1765,the interview,30,29 and a tiger
2138,the invasion,305,303 and 2 dogs
478,the invention of lying,1,1
107,the island,64,"22, plus 2 police officers and 40 ""defective"" (read: free-thinking) clones"
1167,the jackal,18,18
1912,the judge,2,2
1351,the karate kid (2010),1,1 fly
784,the killer inside me,11,11
1056,the killing jar,8,8
508,the killing room,3,3
1684,the kitchen,0,0
1505,the lady vanishes,6,6
910,the lake house,1,1
555,the langoliers,3,3
771,the last airbender,2,2
770,the last exorcism,4,3 and a kitty
1418,the last godfather,4,4
312,the last house in the woods,10,10
1526,the last house on the left,6,6
359,the last house on the left,6,6
1204,the last lovecraft: relic of cthulhu,29,"17 people, 1 merman, 2 deep sea creature pets, 1 half-breed, 1 star slayer scream dude, 5 elder things and 2 dinosaurs"
1866,the last man,0,0
223,the last samurai,1592,"1,562 people and 30 horses"
1619,the last word (2008),0,0
2133,the lazarus effect,3,2 and a dog
190,the league of extraordinary gentlemen,82,82
1213,the ledge,1,1
1504,the legend is born: ip man,6,5 and an unborn child
2090,the lego movie,451,"444, 1 cow, 5 horses and 1 unicorn/pegasus"
122,the life aquatic with steve zissou	 ,13,"11, 1 research turtle and 1 rhinestone bluefin"
1475,the lifeguard,1,1
1384,the lincoln lawyer,2,1 and a dog
1186,the little girl who lives down the lane,3,2 people and a hamster
1745,the little mermaid: ariels beginning,1,1
493,the living daylights,22,22 and 2 bitches banged
1984,the loft,2,2
1321,the longest yard,2,1 and a Bentley
745,the lookout,7,7
1388,the lorax,1,1 firefly
692,the losers,61,"40 and a teddy bear before the opening title, then 20 more"
85,the lost boys,14,9 humans and 5 vampires
835,the lovely bones,2,2
658,the machinist,1,1
346,the magician,1,1
1392,the magician ,2,2
458,the magnificent seven,55,55
657,the man from earth,1,1
695,the man who knew too much (1934),8,8
805,the man who knew too much (1956),3,3
444,the man with the golden gun,7,7 and 2 bitches banged
2088,the mangler,7,7
2100,the mangler 2,8,8
2106,the mangler reborn,6,6
1346,the mask,7,7
644,the matrix,43,"42, a tracer bug, and Neo's doubt"
1161,the mechanic,29,29
908,the mechanic,17,17
518,the men who stare at goats,3,2 and a goat
146,the messengers,6,4 and 2 crows
390,the midnight meat train,17,17
1154,the missing,28,"25 people, a deer and 2 horses"
556,the monster squad,14,"7 people, 4 vampires, a mummy, a wolfman and a creature from the black lagoon"
1706,the monuments men,5,5
60,the mosquito coast,4,4
552,the muppet movie,1,1 fly
2113,the muppets take manhattan,0,0
121,the nest,48,"7 people, 1 dog, 1 rat, 1 cat-roach, 1 roach-man, 1 Roach Master Deluxe and at least 36 roaches"
1947,the newton boys,0,0
1406,the next karate kid,1,1 spider
674,the nightmare before christmas,2,1 and a scorpion
1750,the normal heart,4,4
184,the notebook,6,6
171,the number 23,3,3
574,the objective,10,10
1482,the odd life of timothy green,1,1
263,the opposite of sex,1,1
682,the order,8,8
1153,the other guys,6,6
2013,the other woman,0,0
1948,the others,0,0
731,the outsiders,3,3
1845,the passion of the christ,4,3 and a snake
1048,the people under the stairs,6,5 and a dog
1330,the perfect family,1,1 fetus
2036,the perfect host,0,0
1444,the perks of being a wallflower,1,1
1661,the pill,0,0
1509,the place beyond the pines,1,1
2128,the poker house,0,0
102,the prestige,108,105 and 3 birds
1676,the princess bride,0,0
1646,the prophecy,6,4 people and 2 angels
1650,the prophecy 3: the ascent,4,2 people and 2 angels
1647,the prophecy ii,9,5 people and 4 angels
1653,the prophecy: forsaken,2,2
1652,the prophecy: uprising,18,18
1345,the puffy chair,1,1 puffy chair
855,the puppet masters,203534,"26 people and 203,508 aliens"
1545,the purge,19,19
2017,the purge: anarchy,52,52
1785,the pursuit of happyness,0,0
769,the quiet,1,1
2145,the raven,9,8 and a raven
1030,the recruit,2,2
1710,the rescuers,0,0
1510,the rescuers down under,1,1
235,the return,2,2
1627,the return of jafar,1,1
2082,the ridiculous 6,3,2 and a horse
789,the rite,4,4
609,the road,6,6
799,the road warrior,48,"46, 1 bunny, and 1 dog"
328,the rocky horror picture show,4,4
1036,the roommate,3,2 and a kitten
87,the running man,96,"18 before the opening titles ended, 60 innocent men, women & children, 4 stalkers and then 14 more people"
2012,the sacrament,167,167
1893,the samaritan,7,7 and 0 motherfuckers
1185,the santa clause,1,1 Santa
78,the scorned,42,"4, plus 1 death by a kamikaze goldfish, 2 deaths by lava lamp, one phone and all of the careers of the ""actors"" involved in making this movie."
1536,the seasoning house,17,17
386,the secret life of bees,3,2 and a cockroach
1802,the secret life of walter mitty,0,0
431,the secret of nimh,3,3 rats
212,the shadow walkers,35,"15 before the opening titles and then 12 more, plus 8 genetically-altered mutants"
1288,the shining,5,5
401,the signal,53,53
217,the simpsons movie,106,"2, plus all 3 members of Green Day, 77 fish and 24 swallows"
2062,the sisterhood of night,1,1
291,the sisterhood of the traveling pants,1,1
2110,the sixth sense,4,4
83,the skeleton key,3,3
631,the skin game,3,1 plus a fetus and a tree
2029,the snowtown murders,7,"3 people, 1 dog and 3 deer"
327,the spongebob squarepants movie	 ,2,2 fish
778,the square,6,5 and a doggie
1155,the stepfather (1987),3,3
1156,the stepfather (2009),4,4
1988,the stranger,14,"12, a cat and a mouse"
382,the strangers,2,2
548,the super ninja,33,33
1728,the switch,10,A headful of lice
2158,the taking of deborah loagn,1,1
468,the taking of pelham 1 2 3 (2009),7,7
1163,the taking of pelham one two three,5,5
1498,the tale of sweeney todd,4,4
1519,the talented mr ripley,5,4 and an unborn child
1220,the tall man,1,1
817,the texas chainsaw massacre (1974),5,5
818,the texas chainsaw massacre (2003),8,8
942,the texas chainsaw massacre 2,8,8
33,the texas chainsaw massacre: the beginning,11,10 and a cow
147,the thirst,191,"39, a club full of people and 2 cats"
1857,the thirteenth floor,6,6 simulations
700,the time travelers wife,4,2 and 2 fetuses
766,the tingler,2,2
282,the tommyknockers,12,4 and 8 aliens
1327,the tortured,2,2
691,the tourist,5,5
768,the tournament,45,"43, 1 dog and 1 fetus"
767,the town,6,6
1945,the town that dreaded sundown (2014),15,15
2078,the toxic avenger part ii,50,"48, 1 horse and 1 fish-head guy"
2079,the toxic avenger part iii: the last temptation of toxie,7,7
567,the transformers: the movie,2500000036,"1 robot planet, 7 autobots, 16 decepticons, 5 robot fish, 5 sharkticons, 2 random robots and Unicron"
372,the tripper,26,24 and 2 dogs
1696,the truman show,0,0
2093,the turin horse,0,0
2141,the twelve chairs,1,1
1826,the uninvited (2009),0,0
1453,the united states of leland,1,1
290,the usual suspects,42,41 and a dog
517,the valley of the bees,9,8 and a deer
1590,the vicious kind,0,0
926,the violent kind,5,5
865,the virgin suicides,5,5
1645,the vow,0,0
441,the warriors,2,2
1524,the watch,117,"4 people, a cow, and 112 aliens"
2147,the watcher,12,12
1194,the way of the gun,16,16
266,the wild,1,1 wildebeest
1585,the wild bunch,1145,"138, 2 horses, 5 scorpions and 1,000 ants"
1894,the winning season,0,0
1548,the witches,5,"2 people, 2 witches and the Grand High Witch"
623,the wizard of gore,2512,"6, 1 leech, 5 rats and 5 handfuls of maggots"
506,the wizard of oz,2,2
811,the wolf man,4,2 and 2 wolfmen
1958,the wolf of wall street,7,"5 people, a fish and a seagull"
728,the wolfman (2010),21,21
2070,the wolverine,39048,"39,046 plus a bear and a mutant"
1334,the woman,6,"4 people, a wolf and a fish"
1493,the woman in black,8,8
519,the world is not enough,62,62 and 3 bitches banged
1767,the yards,2,2
443,the zombie diaries,28,28
2085,theatre of blood aka theater of blood,13,11 and 2 dogs
1506,thelma & louise,1,1
267,there will be blood,12,5 and 7 quail
1890,they came together,1,1
182,things to do in denver when youre dead,15,15
1109,thinner,6,6
1876,this is the end,37,36 and a demon
1976,this is where i leave you,0,0
981,this means war,22,22
879,thor,148,"146, 1 Giant Ice Monster and 1 Destroyer"
268,three kings,22,21 and a cow
1489,thumbelina,2,1 fly and 1 frog
428,thunderball,45,"44, a shark, and 3 bitches got banged"
1116,thursday,19,18 and a fetus
642,thx 1138,68,"63 plus 1 mate, 2 robot police officers, 1 hologram dude and a fetus"
355,til there was you,1,1
61,time bandits,1552,"37, plus 1 minotaur, 1 rat, 1 Evil Genius and everyone that died on the Titanic"
313,timecrimes,1,1
1025,tiny furniture,1,1 hamster
564,titanic,1534,"1,522 and 12 dogs"
1715,titus,12,11 and a fly
717,to catch a thief,1,1
1419,toast,2,2
82,tombstone,31,31
1910,tommy,3,3
512,tomorrow never dies,819,819 and 2 bitches banged
2146,tomorrowland,22,"5 people, 16 AA units and 1 bird"
1058,too young to die?,1,1
886,tooth & nail,20,20
829,top secret!,24,"22, a cricket and a carrier pigeon"
2155,torment,7,6 and a dog
101,total recall,68,"49, plus 16 fish, 1 rat, 1 Jonny Cab and 1 three-breasted mutant hooker"
1231,total recall (2012),50201,"195 people, 50,006 synthetic police"
2060,touchy feely,0,0
1079,toxic avenger,23,22 and a dog
1796,toy soldiers,18,18
1935,traffic,7,7
311,trailer park of terror,10,10
960,train,10,10
376,trainspotting,2,1 and a baby
630,traitor,63,63
1637,trance,5,5
1837,transcendence,17,17
234,transformers,2024,"2,019 humans, 1 Autobot, 3 Decepticons and 1 baby Decepticon"
1535,transformers: dark of the moon,129069,"129,017 people, 34 Decepticons, 7 Autobots, 10 more robots and a bird"
451,transformers: revenge of the fallen,7071,"7,049 people, 14 Decepticons, 5 baby Decepticons, 1 Decepticon hatchling, 1 Autobot that used to be a Decepticon, and 1 goat"
572,transporter 3,20,19 and a fish
38,trapped,1,1
1888,trauma (1993),13,"10 people, 1 butterfly, 1 lizard and a decapitated newborn"
1897,trauma (2004),1,1
1112,traveler,6,6
1574,trees lounge,1,1 and 0 motherfuckers
90,tremors,34,"9 people, 20 sheep, 1 horse, 4 graboids"
91,tremors 2: aftershocks,75,"3, plus 1 coyote and 71 graboids"
139,tremors 3: back to perfection,45,"5 people, 30 shreikers, 2 cows, 1 graboid and 7 assblasters"
150,tremors 4: the legend begins,33,29 and 4 dirt-dragons
1852,trespassing aka evil remains,7,7
1298,trial of the incredible hulk,2,2
1130,trick r treat,10,10
17,troll,5,"3 people, 1 demon and a cop"
19,troll 2,10,5 people and a witch and some goblins via a double decker bologna sandwich and dear god I wish I was kidding.  Terrible.
1926,trollhunter,8,"3 people, 4 trolls and 1 sheep"
1569,tromeo and juliet,8,7 and a mouse
694,tron,29,"19 programs, 7 recognizers, 2 tanks and 1 master control program"
412,tropic thunder,4,"1, a bat, a panda and a Tivo"
892,true grit,14,11 and 3 horses
1355,true lies,87,87
569,true romance,20,20
1311,truth or die,7,7
1209,tucker & dale vs evil,14,14
1544,tuesdays with morrie,1,1
112,turistas,10,10
557,turok: son of stone,158,"149 people, 2 horses, 2 bucks, a monkey, a bug, a sea monster, an elephant and a pterodactyl"
863,twelve,7,7
1937,twelve monkeys 12 monkeys,8,7 and a spider
470,twilight,5,"2, a vampire and 2 deer"
186,two brothers,2,2 tigers
885,two hands,8,8
1849,ultimate avengers: the movie,84,30 people and 54 aliens
378,ultraviolet,311,310 and an unborn child
1933,unborn the unborn,7,7
1286,uncertainty,1,1
646,undead or alive,32,"30, a horse, and a chicken"
1769,under the tuscan sun,1,1 scorpion and a washing machine
349,undercover brother,8,8
76,underworld,45,"15 vampires, 29 lycan and one half lycan, half vampire fetus"
1160,unknown,10,9 people and 2 taxis
889,unrest,7,7
599,unthinkable,55,55 and 0 motherfuckers
833,up,2,2
414,up in smoke,2,1 bird and 1 dog
760,up in the air,1,1
140,v for vendetta,64,64
1614,valhalla rising,16,16
1158,valkyrie,2015,2014 and a mosquito
870,vampires suck,8,7 and a cat
1860,vanilla sky,1,1
1413,vanity fair,13302,2 and the Battle of Waterloo
178,venom,11,11
1523,veronica mars,2,2
730,vertigo,3,3
834,very bad things,6,6
