,moviename,BoxOffice,ProductionBudget,Genre,ReleaseDate,deathcount,deathcomment
1334,repo men,13794835.0,32000000.0,action,2010-03-19,29,29
1335,repo! the genetic opera,140244.0,8500000.0,musical,2008-11-07,14,14
1336,requiem for a dream,3635482.0,4500000.0,drama,2000-10-06,1,1
1338,resident evil,39532308.0,35000000.0,horror,2002-03-15,30,"21, 8 dogs and 1 licker"
1339,resident evil: extinction,50648679.0,45000000.0,action,2007-09-21,15576,"576, 3 dogs and an entire flock of demon birds"
1340,resident evil: apocalypse,50740078.0,50000000.0,horror,2004-09-10,50120,"111, plus 1 that we almost missed because we were too busy talking about sex, 4 dogs, 3 lickers and an entire city (including 1 nemesis boyfriend)"
1350,richard iii,2684904.0,9200000.0,drama,1995-12-29,29,29
1352,riddick,42025135.0,38000000.0,action,2013-09-06,63,"9 humans, 3 Necromongers (aka Monger Lords), 1 alien bird, 2 alien jackals, 4 alien eels, 42 mud demons and 2 mud demon babies"
1353,ripd,33618855.0,130000000.0,action,2013-07-19,8,8
1354,rise of the planet of the apes,176760185.0,93000000.0,adventure,2011-08-05,26,"8 people, 15 chimps, 1 gorilla, 1 orangutan and a bug"
1357,the road to perdition,104054514.0,80000000.0,drama,2002-07-12,23,23
1358,road trip,68525609.0,16000000.0,comedy,2000-05-19,1,1
1360,rob roy,31341940.0,28000000.0,drama,1995-04-07,26,"14, a dog, 7 cows, 2 chickens and 2 sheep"
1365,robocop 3,10696210.0,22000000.0,action,1993-11-05,53,50 and 3 RoboNinjas
1367,rocknrolla,5700626.0,18000000.0,action,2008-10-08,9,9
1374,ronin,41609593.0,55000000.0,action,1998-09-25,33,33
1378,rubber,100370.0,500000.0,black comedy,2011-04-01,42,"36 people, 1 crow, 1 scorpion, 1 rabbit, 1 turkey, 1 spider and Robert the tire"
1379,rules of engagement,61322858.0,60000000.0,thriller/suspense,2000-04-07,97,97 and 5 motherfuckers from Samuel L. Jackson
1380,run all night,26461644.0,50000000.0,action,2015-03-13,22,22
1384,running with scissors,6860000.0,12000000.0,comedy,2006-10-20,1,1 cat
1386,safe,17142080.0,33000000.0,action,2012-04-27,82,82
1387,safe house,126181630.0,85000000.0,thriller/suspense,2012-02-10,27,27
1389,salt,118311368.0,130000000.0,thriller/suspense,2010-07-23,30,30
1391,sanctum,23209310.0,30000000.0,adventure,2011-02-04,7,7
1395,saved!,8886160.0,5000000.0,comedy,2004-05-28,0,0
1396,saving silverman,19351569.0,22000000.0,comedy,2001-02-09,1,1
1397,saw,55968727.0,1200000.0,horror,2004-10-29,7,6 and a foot
1398,saw ii,87025093.0,5000000.0,horror,2005-10-28,9,9
1399,saw ii,87025093.0,5000000.0,horror,2005-10-28,9,9
1400,saw iv,63300095.0,10000000.0,horror,2007-10-26,9,9
1401,saw v,56746769.0,10800000.0,horror,2008-10-24,5,5
1402,saw vi,27693292.0,11000000.0,horror,2009-10-23,12,12
1406,scarface,44942821.0,25000000.0,drama,1983-12-09,42,42
1408,scary movie,157019771.0,19000000.0,comedy,2000-07-07,17,17
1409,scary movie 2,71277420.0,45000000.0,comedy,2001-07-04,5,5
1410,scary movie 3,110000082.0,45000000.0,comedy,2003-10-24,15,12 and 3 aliens
1411,scary movie 4,90710620.0,40000000.0,comedy,2006-04-14,21,21
1413,schindlers list,95494598.0,25000000.0,drama,1993-12-15,10033,"10,033"
1417,scott pilgrim vs the world,31524275.0,85000000.0,comedy,2010-08-13,26,26
1418,scream,103001286.0,15000000.0,horror,1996-12-20,7,7
1419,scream 2,101334374.0,24000000.0,horror,1997-12-12,10,10
1420,scream 3,89138076.0,40000000.0,horror,2000-02-04,10,10
1421,scream 4,38180928.0,40000000.0,horror,2011-04-15,12,12
1424,scrooged,59450353.0,32000000.0,comedy,1988-11-23,2,2
1426,season of the witch,24827228.0,40000000.0,thriller/suspense,2011-01-07,1171,"1,140 people, 12 wolves, 18 zombie monks and 1 demon"
1432,seed of chucky,17016190.0,29000000.0,horror,2004-11-12,12,10 and 2 dolls
1433,seeking a friend for the end of the world,7078738.0,10000000.0,comedy,2012-06-22,3,3
1435,serenity,25335935.0,39000000.0,action,2005-09-30,197,196 and a bug
1436,a serious man,9228788.0,7000000.0,comedy,2009-10-02,3,2 and a deer
1438,seven pounds,69951824.0,54000000.0,drama,2008-12-19,8,8
1439,seven psychopaths,15024049.0,13500000.0,comedy,2012-10-12,14,14
1446,shakespeare in love,100241322.0,26000000.0,romantic comedy,1998-12-11,1,1
1450,shaun of the dead,13464388.0,5000000.0,comedy,2004-09-24,35,34 and a pigeon
1453,sherlock holmes,209028679.0,90000000.0,adventure,2009-12-25,6,6
1454,sherlock holmes: a game of shadows,186848418.0,125000000.0,action,2011-12-16,36,36
1457,shooter,47003582.0,60000000.0,thriller/suspense,2007-03-23,56,55 people and a dog
1459,showgirls,20170437.0,40000000.0,drama,1995-09-22,0,0
1460,shrek,267655011.0,50000000.0,adventure,2001-05-18,87,"1 plus 1 bug, 4 fish, 1 slug, 1 bird, 3 weedrats, 1 spider and a spiderweb full of bugs"
1461,shrek 2,436471036.0,70000000.0,adventure,2004-05-19,3,"1 mermaid, 1 dove and 1 fairy godmother"
1462,shrek the third,321012359.0,160000000.0,adventure,2007-05-17,4,1 Frog King Dad-in-Law and 3 bugs
1467,shutter island,128012934.0,80000000.0,thriller/suspense,2010-02-19,1,1
1468,silent house,12739737.0,2000000.0,horror,2012-03-09,1,1
1470,silver linings playbook,132092958.0,21000000.0,drama,2012-11-16,0,0
1471,sin city,74103820.0,40000000.0,action,2005-04-01,59,59
1472,sin city: a dame to kill for,13757804.0,65000000.0,action,2014-08-22,66,66
1475,sinister,48086903.0,3000000.0,thriller/suspense,2012-10-12,4,3 and a scorpion
1478,skyfall,304360277.0,200000000.0,action,2012-11-08,50,50 and 2 bitches banged
1485,sleeper,18344729.0,2000000.0,comedy,1973-12-17,0,0
1486,sleepers,53300852.0,44000000.0,drama,1996-10-18,8,8
1490,slither,7802450.0,15250000.0,horror,2006-03-31,201,"97 people, 77 alien slugs, 11 dogs, 8 cats, 3 coyotes, 2 cows, a mare, a possum and a deer"
1491,slow burn,1237615.0,15500000.0,thriller/suspense,2007-04-13,8,7 and a fly
1493,slumdog millionaire,141319928.0,14000000.0,drama,2008-11-12,4,4
1494,smokin aces,35662731.0,17000000.0,comedy,2007-01-26,35,35
1495,snakes on a plane,34020814.0,33000000.0,thriller/suspense,2006-08-18,118,"62 people, 54 snakes, 1 cat and 1 dog. Also, Samuel L. Jackson said motherfucker/ing five times."
1496,snatch,30093107.0,10000000.0,black comedy,2000-12-08,21,21
1497,snitch,42930462.0,15000000.0,thriller/suspense,2013-02-22,16,16
1499,snow white and the huntsman,155136755.0,170000000.0,adventure,2012-06-01,66,"63, a dwarf, a horse and the Evil Queen"
1501,snowpiercer,4563029.0,40000000.0,thriller/suspense,2014-06-27,15136,136 people and a vat of bugs
1504,something borrowed,39046489.0,35000000.0,romantic comedy,2011-05-06,0,0
1505,son of the mask,17018422.0,100000000.0,comedy,2005-02-18,0,0
1507,soul surfer,43853424.0,18000000.0,drama,2011-04-08,1,1 shark
1508,source code,54712227.0,32000000.0,thriller/suspense,2011-04-01,0,0
1509,south park: bigger longer & uncut,52037603.0,21000000.0,comedy,1999-06-30,2,"2. That's right, I said TWO. The 312 people, 2 bears, robot king and demon that died in the war DON'T COUNT!"
1510,southland tales,275380.0,17000000.0,musical,2007-11-14,524,24 and a mega-zeppelin
1511,southpaw,52421953.0,30000000.0,drama,2015-07-24,2,2
1512,spaceballs,36725144.0,22700000.0,comedy,1987-06-24,19,19
1513,spawn,54967359.0,40000000.0,action,1997-07-31,62,"39, 20 maggots, 2 worms and 1 Violator"
1514,species,60000401.0,35000000.0,action,1995-07-07,19,"14 people , 2 rats, 1 alien life form and 2 alien-human hybrids"
1518,spider-man,403706375.0,139000000.0,adventure,2002-05-03,19,19
1519,spider-man 2,373524485.0,200000000.0,adventure,2004-06-30,5,4 and Doc Ock
1520,spider-man 3,336530303.0,258000000.0,adventure,2007-05-04,3,2 and the Venom Symbiote
1521,splice,17010170.0,30000000.0,horror,2010-06-04,8,"3 people, 1 Ginger, 1 Fred, 1 rabbit, 1 cat and 1 Dren"
1522,the spy who loved me,46800000.0,14000000.0,action,1977-07-13,111,"44, a fish, a shark and two submarines full of guys in orange jumpsuits. Oh, and two bitches banged"
1525,stake land,33245.0,4000000.0,horror,2011-04-22,43,"20 people, 20 vampires, a forest animal, a baby and a fetus"
1527,stand by me,52287414.0,8000000.0,drama,1986-08-08,0,0
1529,star trek ii: the wrath of khan,78633541.0,12000000.0,adventure,1982-06-04,27,25 and 2 earwigs
1530,star trek iii: the search for spock,71273785.0,18000000.0,adventure,1984-06-01,97,95 plus 1 space-snake alien life form and 1 Klingon spacedog
1531,star trek iv: the voyage home,107109310.0,24000000.0,adventure,1986-11-26,0,0
1532,star trek v: the final frontier,50531965.0,30000000.0,action,1989-06-09,4,3 and 1 god dude
1533,star trek vi: the undiscovered country,74888996.0,27000000.0,action,1991-12-06,500015,"500,011 Klingons, 3 humans and 1 Chameloid"
1534,star trek: generations,75510568.0,38000000.0,adventure,1994-11-18,394,384 plus 2 Romulans and 8 Klingons
1535,star trek: the motion picture,82258456.0,35000000.0,adventure,1979-12-07,2412,"2,412"
1540,star wars ep v: the empire strikes back,290158751.0,23000000.0,adventure,1980-05-21,136,"38, 2 tauntauns, 1 probe droid, 2 AT-AT Imperial Walkers, 4 TIE fighters and one mynock"
1542,stardust,38373235.0,70000000.0,adventure,2007-08-10,17,"8 plus 4 witches, 1 star, 1 ferret, 1 small alligator, 1 goat and 1 unicorn"
1544,starsky & hutch,88200225.0,60000000.0,comedy,2004-03-05,3,"1, an iguana tail and a pony"
1547,state of play,37017955.0,60000000.0,thriller/suspense,2009-04-17,5,5
1550,stay alive,23086480.0,20000000.0,horror,2006-03-24,10,9 and a vampire
1551,stoker,1703125.0,12000000.0,drama,2013-03-01,6,5 and a bird
1552,stone,1810078.0,22000000.0,drama,2010-10-08,3,2 and a fly
1558,strangers on a train,7000000.0,1200000.0,thriller/suspense,1951-07-03,3,3
1559,street kings,26415649.0,20000000.0,thriller/suspense,2008-04-11,12,12
1562,striptease,32758418.0,50000000.0,comedy,1996-06-28,2,2
1563,sucker punch,36392502.0,75000000.0,action,2011-03-25,1,1
1567,sunshine cleaning,12062558.0,5000000.0,comedy,2009-03-13,2,2
1568,super,324138.0,2500000.0,black comedy,2011-04-01,19,19
1569,super 8,127004179.0,50000000.0,thriller/suspense,2011-06-09,9,9
1572,superman,134218018.0,55000000.0,adventure,1978-12-15,2000000004,4 and the planet Krypton
1573,superman ii,101347629.0,54000000.0,adventure,1981-06-19,10,9 and a snake
1574,superman ii,101347629.0,54000000.0,adventure,1981-06-19,1,1 self aware supercomputer
1575,superman iv: the quest for peace,11227824.0,17000000.0,action,1987-07-24,1,Nuclear Man
1576,superman returns,200120000.0,232000000.0,adventure,2006-06-28,2000000005,"5 people, 1 dog and Krypton"
1577,superstar,30628981.0,14000000.0,comedy,1999-10-08,2,2
1579,surrogates,38577772.0,80000000.0,action,2009-09-25,13,13
1583,swat,116877597.0,70000000.0,action,2003-08-08,20,20 and 0 motherfuckers
1585,sweet home alabama,127214072.0,38000000.0,comedy,2002-09-27,1,1 mosquito
1587,swimming pool,10105505.0,7800000.0,thriller/suspense,2003-07-04,1,1
1588,swordfish,69772969.0,80000000.0,action,2001-06-08,37,36 and a yacht
1590,syriana,50824620.0,50000000.0,thriller/suspense,2005-11-23,10,10
1593,taken,145000989.0,25000000.0,thriller/suspense,2009-01-30,20,20
1594,taken 2,139854287.0,45000000.0,thriller/suspense,2012-10-05,26,26
1595,taken 3,89256424.0,48000000.0,action,2015-01-09,18,18
1596,tales from the crypt: demon knight,20943520.0,12000000.0,horror,1995-01-13,22,12 and 10 demons
1597,tammy,84525432.0,20000000.0,comedy,2014-07-02,0,0
1598,tangled,200821936.0,260000000.0,adventure,2010-11-24,1,1
1599,tank girl,3817132.0,25000000.0,action,1995-03-01,95,"93 people, 1 Ripper and a yak"
1600,tarzan,171091819.0,145000000.0,adventure,1999-06-16,12,"3 people, 1 gorilla, 1 gorilla baby, 1 leopard and 6 bugs"
1602,taxi driver,28262574.0,1000000.0,drama,1976-02-08,4,4
1603,team america: world police,32774834.0,20000000.0,comedy,2004-10-15,2066,"2,066 plus 1 motherfucker from Samuel L. Jackson's puppet."
1605,teeth,347578.0,2000000.0,comedy,2008-01-18,2,2
1609,terminator 2: judgment day,201858746.0,100000000.0,action,1991-07-02,13,"10, 1 flying machine and 2 terminators"
1610,terminator 3: rise of the machines,150358296.0,170000000.0,action,2003-07-01,3000000022,"3,000,000,017, one TX, two T-1's, one T-101, and one flying thing"
1611,terminator salvation,125322469.0,200000000.0,action,2009-05-21,500070,"53, 5 terminators, 2 motorcycle killing machines, 2 hunter killers, 8 face-eating water snake machines (a.k.a. machine face snake eaters) and Skynet Central"
1612,texas chainsaw 3d,34341945.0,20000000.0,horror,2013-01-04,14,14
1613,thank you for smoking,24793509.0,7500000.0,black comedy,2006-03-17,1,1
1616,the a-team,77222099.0,110000000.0,action,2010-06-11,25,25
1618,the american,35606376.0,20000000.0,thriller/suspense,2010-09-01,9,9
1620,the andromeda strain,12376563.0,6500000.0,thriller/suspense,1971-01-01,13,"3 people, 6 birds, 3 rats and a monkey"
1623,the aviator,102608827.0,110000000.0,drama,2004-12-17,3,3
1630,the beach,39778599.0,50000000.0,drama,2000-02-11,8,8
1631,the beaver,970816.0,21000000.0,comedy,2011-05-06,0,0
1632,the best exotic marigold hotel,46383639.0,10000000.0,comedy,2012-05-04,1,1
1633,the best exotic marigold hotel,46383639.0,10000000.0,comedy,2012-05-04,1,1
1636,the big lebowski,17439163.0,15000000.0,comedy,1998-03-06,1,1
1637,the big wedding,21819348.0,32500000.0,romantic comedy,2013-04-26,0,0
1641,the blind side,255959475.0,35000000.0,drama,2009-11-20,1,1
1645,the book of eli,94835059.0,80000000.0,action,2010-01-15,53,51 plus a cat and a bird
1646,the boondock saints,30471.0,7000000.0,action,2000-01-21,36,35 and a cat
1647,the boondock saints 2: all saints day,10273187.0,8000000.0,action,2009-10-30,56,56
1648,the box,15051977.0,25000000.0,thriller/suspense,2009-11-06,8,8
1650,the break-up,118703275.0,52000000.0,romantic comedy,2006-06-02,1,1 relationship
1657,the butterfly effect,57924679.0,13000000.0,thriller/suspense,2004-01-23,1,1 unborn child. Unless you watch the theatrical version and then it's ZERO.
1658,the cable guy,60154431.0,47000000.0,comedy,1996-06-14,0,0
1659,the call,51872378.0,12800000.0,thriller/suspense,2013-03-15,2,2
1661,the cave,14888028.0,30000000.0,horror,2005-08-26,9,6 and 3 cave creatures
1666,the chronicles of riddick,57712751.0,120000000.0,adventure,2004-06-11,2000177,"80 humans, 96 Necromongers (aka Monger Lords), 1 quasi dead and a planet"
1667,the chumscrubber,49526.0,6800000.0,drama,2005-08-05,1,1
1670,the cold light of day,3763583.0,20000000.0,thriller/suspense,2012-09-07,19,19
1673,the conjuring,137400141.0,20000000.0,horror,2013-07-19,7,1 dog and 6 birds
1674,the conspirator,11538204.0,25000000.0,drama,2011-04-15,6,6
1676,the counselor,16973715.0,25000000.0,thriller/suspense,2013-10-25,8,8
1677,the craft,24703049.0,15000000.0,thriller/suspense,1996-05-03,10,3 and 7 sharks
1679,the croods,187168425.0,135000000.0,adventure,2012-10-01,23,"17, a ram bird egg, a land whale, a mammoth, a scorpion, a bird crocodile and a giant flying bug"
1682,the da vinci code,217536138.0,125000000.0,thriller/suspense,2006-05-19,18047,"18,047"
1685,the dark knight rises,448139099.0,275000000.0,action,2012-07-20,112,111 plus Bane
1686,the dead girl,19875.0,3300000.0,thriller/suspense,2006-12-29,1,1
1688,the deer hunter,50000000.0,15000000.0,drama,1979-01-01,36,34 and 2 deer
1690,the departed,132384315.0,90000000.0,drama,2006-10-06,20,19 and a fly
1691,the descent,26024456.0,7000000.0,thriller/suspense,2006-08-04,17,"7, plus 10 mutant-things"
1693,the devil inside,53261944.0,1000000.0,horror,2012-01-06,1,1
1695,the devils rejects,17044981.0,7000000.0,horror,2005-07-22,20,20
1699,the emperors new groove,89296573.0,100000000.0,adventure,2000-12-15,2,2 bugs
1700,the equalizer,101530738.0,55000000.0,action,2014-09-26,22,22
1701,the exorcist,204868002.0,12000000.0,horror,1973-12-26,4,4
1702,the expendables,103068524.0,82000000.0,action,2010-08-13,165,165
1703,the expendables 2,85028192.0,100000000.0,action,2012-08-17,417,417 (203 before the title)
1705,the faculty,40064955.0,15000000.0,horror,1998-12-25,5,"3 people, 1 rat and 1 parasite spitting alien queen"
1707,the family stone,60062868.0,18000000.0,comedy,2005-12-16,1,1
1710,the fast and the furious: tokyo drift,62514415.0,85000000.0,action,2006-06-16,1,1
1711,the fifth element,63540020.0,95000000.0,action,1997-05-09,320,"22 humans, plus an entire space battleship, 26 mangolores, 3 mondoshawans, 17 parasites, one cockroach and one diva"
1713,the five-year engagement,28700285.0,30000000.0,romantic comedy,2012-04-27,4,4
1715,the fourth kind,26218170.0,10000000.0,thriller/suspense,2009-11-06,4,4
1716,the french connection,41158757.0,2200000.0,drama,1971-10-09,13,13
1718,the fugitive,172494360.0,44000000.0,thriller/suspense,1993-08-06,7,7
1719,the game,48265581.0,50000000.0,thriller/suspense,1997-09-12,1,1
1721,the ghost writer,15541549.0,45000000.0,thriller/suspense,2010-02-19,3,3
1724,the girl with the dragon tattoo,102515793.0,90000000.0,thriller/suspense,2011-12-20,4,3 and a cat
1725,the glass house,17951431.0,22000000.0,thriller/suspense,2001-09-14,7,7
1726,the godfather,134821952.0,7000000.0,drama,1972-03-15,19,18 and a horse
1727,the golden compass,70107728.0,205000000.0,adventure,2007-12-01,55,54 and an ice bear
1728,the good girl,14018296.0,8000000.0,comedy,2002-08-07,2,2
1730,the goods: live hard sell hard,15122676.0,10000000.0,comedy,2009-08-14,1,1
1731,the grand budapest hotel,59076019.0,31000000.0,comedy,2014-03-07,12,11 and a cat
1735,the green mile,136801374.0,60000000.0,drama,1999-12-10,7,7
1736,the grudge,110175871.0,10000000.0,horror,2004-10-22,11,10 and a cat
1737,the guilt trip,37134215.0,40000000.0,comedy,2012-12-19,0,0
1738,the hangover part ii,254464305.0,80000000.0,comedy,2011-05-26,9,"4 people, 2 chickens, 2 dogs and a giraffe"
1739,the happening,64506874.0,60000000.0,thriller/suspense,2008-06-13,47,47
1740,the hateful eight,53688739.0,62000000.0,western,2015-12-25,14,14 people and 2 motherfuckers
1742,the heat,159581587.0,43000000.0,comedy,2013-06-28,5,5
1743,the help,169705587.0,25000000.0,drama,2011-08-10,3,"1 person, 1 fetus and a chicken"
1749,the hitchhikers guide to the galaxy,51019112.0,45000000.0,comedy,2005-04-29,6486329384,"Planet Earth, minus 2 people, minus 2 aliens, and minus all of the dolphins. Plus 2 crabs, 1 sperm whale, 1 bowl of petunias and an entire battle fleet of strange and warlike beings resplendent in black jeweled battle shorts. Plus two mice."
1750,the hobbit: an unexpected journey,303003568.0,250000000.0,adventure,2012-12-14,308,"13 men, 55 dwarves, 33 orcs, 3 trolls, a stone-giant, 185 goblins, the Goblin King, 16 wargs and a snail"
1752,the holiday,63224849.0,85000000.0,romantic comedy,2006-12-08,0,0
1755,the horse whisperer,75370763.0,60000000.0,drama,1998-05-15,1,1
1758,the house of the devil,101215.0,1000000.0,horror,2009-10-30,3,3
1759,the hudsucker proxy,2816518.0,40000000.0,comedy,1994-03-11,2,2
1761,the hunger games,408010692.0,80000000.0,thriller/suspense,2012-03-23,26,"22, a bird, a lizard, 2 squirrels and a placemat"
1762,the hurt locker,17017811.0,15000000.0,drama,2009-06-26,19,18 and a fly
1763,the ice pirates,13075390.0,9000000.0,comedy,1984-03-16,20,"10 humans, 1 frog lady and 9 robots"
1764,the imaginarium of doctor parnassus,7689607.0,30000000.0,adventure,2009-12-25,9,"6, 2 flies and a chicken"
1766,the incredibles,261441092.0,92000000.0,adventure,2004-11-05,24,"17, 5 bugs and 2 Omnidroid robots"
1767,the international,25450527.0,50000000.0,thriller/suspense,2009-02-13,16,16
1768,the internship,44672764.0,58000000.0,comedy,2013-06-07,0,0
1769,the interview,6105175.0,44000000.0,comedy,2014-02-06,30,29 and a tiger
1770,the invasion,15074191.0,80000000.0,thriller/suspense,2007-08-17,305,303 and 2 dogs
1771,the invention of lying,18451251.0,18500000.0,comedy,2009-10-02,1,1
1772,the island,15716828.0,22000000.0,adventure,1980-06-13,64,"22, plus 2 police officers and 40 ""defective"" (read: free-thinking) clones"
1773,the jackal,54910560.0,60000000.0,thriller/suspense,1997-11-14,18,18
1774,the judge,47119388.0,50000000.0,drama,2014-10-10,2,2
1776,the killer inside me,217277.0,13000000.0,drama,2010-06-18,11,11
1781,the lake house,52330111.0,40000000.0,drama,2006-06-16,1,1
1783,the last airbender,131601062.0,150000000.0,adventure,2010-07-01,2,2
1784,the last exorcism,41034350.0,1800000.0,horror,2010-08-27,4,3 and a kitty
1785,the last godfather,164247.0,13400000.0,comedy,2011-04-01,4,4
1787,the last house on the left,32752215.0,15000000.0,horror,2009-03-13,6,6
1788,the last house on the left,32752215.0,15000000.0,horror,2009-03-13,6,6
1791,the last samurai,111110575.0,140000000.0,action,2003-12-05,1592,"1,562 people and 30 horses"
1793,the lazarus effect,25801570.0,5000000.0,horror,2015-02-27,3,2 and a dog
1794,the league of extraordinary gentlemen,66465204.0,78000000.0,adventure,2003-07-11,82,82
1797,the lego movie,257784718.0,60000000.0,adventure,2014-02-07,451,"444, 1 cow, 5 horses and 1 unicorn/pegasus"
1798,the life aquatic with steve zissou,24006726.0,50000000.0,comedy,2004-12-10,13,"11, 1 research turtle and 1 rhinestone bluefin"
1800,the lincoln lawyer,58009200.0,40000000.0,thriller/suspense,2011-03-18,2,1 and a dog
1803,the living daylights,50096813.0,40000000.0,action,1987-07-31,22,22 and 2 bitches banged
1805,the longest yard,158119460.0,82000000.0,comedy,2005-05-27,2,1 and a Bentley
1808,the losers,23591432.0,25000000.0,action,2010-04-23,61,"40 and a teddy bear before the opening title, then 20 more"
1809,the lost boys,30331685.0,8500000.0,horror,1987-07-31,14,9 humans and 5 vampires
1810,the lovely bones,44028238.0,95000000.0,drama,2009-12-11,2,2
1811,the machinist,1082044.0,5000000.0,thriller/suspense,2004-10-22,1,1
1818,the man with the golden gun,21000000.0,7000000.0,action,1974-12-20,7,7 and 2 bitches banged
1822,the mask,119874149.0,18000000.0,comedy,1994-07-29,7,7
1823,the matrix,171383253.0,65000000.0,action,1999-03-31,43,"42, a tracer bug, and Neo's doubt"
1824,the mechanic,29121498.0,42500000.0,action,2011-01-28,29,29
1825,the mechanic,29121498.0,42500000.0,action,2011-01-28,17,17
1826,the men who stare at goats,32428195.0,24000000.0,black comedy,2009-11-06,3,2 and a goat
1827,the messengers,35374833.0,16000000.0,horror,2007-02-02,6,4 and 2 crows
1828,midnight meat train,73548.0,15000000.0,thriller/suspense,2008-08-01,17,17
1829,the missing,26900336.0,65000000.0,western,2003-11-26,28,"25 people, a deer and 2 horses"
1831,the monuments men,78031620.0,70000000.0,drama,2014-02-07,5,5
1833,the muppet movie,76657000.0,8000000.0,comedy,1979-06-22,1,1 fly
1836,the newton boys,10297897.0,27000000.0,drama,1998-03-27,0,0
1840,the notebook,81001787.0,30000000.0,drama,2004-06-25,6,6
1841,the number 23,35193167.0,32000000.0,thriller/suspense,2007-02-23,3,3
1843,the odd life of timothy green,51853450.0,40000000.0,drama,2012-08-15,1,1
1845,the order,7659747.0,35000000.0,thriller/suspense,2003-09-05,8,8
1846,the other guys,119219978.0,100000000.0,comedy,2010-08-06,6,6
1847,the other woman,83911193.0,40000000.0,comedy,2014-04-25,0,0
1848,the others,96522687.0,17000000.0,horror,2001-08-10,0,0
1849,the outsiders,25584680.0,10000000.0,drama,1983-03-25,3,3
1850,the passion of the christ,370782930.0,25000000.0,drama,2004-02-25,4,3 and a snake
1853,the perfect host,48764.0,1000000.0,thriller/suspense,2011-07-01,0,0
1854,the perks of being a wallflower,17742948.0,13000000.0,drama,2012-09-21,1,1
1856,the place beyond the pines,21403519.0,15000000.0,drama,2013-03-29,1,1
1858,the prestige,53089891.0,40000000.0,thriller/suspense,2006-10-20,108,105 and 3 birds
1859,the princess bride,30857000.0,15000000.0,adventure,1987-09-25,0,0
1865,the puffy chair,194523.0,15000.0,comedy,2006-06-02,1,1 puffy chair
1867,the purge,64473115.0,3000000.0,thriller/suspense,2013-06-07,19,19
1868,the purge: anarchy,71562550.0,9000000.0,thriller/suspense,2014-07-18,52,52
1869,the pursuit of happyness,162586036.0,55000000.0,drama,2006-12-15,0,0
1870,the quiet,381420.0,900000.0,drama,2006-08-25,1,1
1871,the raven,16008272.0,26000000.0,thriller/suspense,2012-04-27,9,8 and a raven
1875,the return,501752.0,15000000.0,drama,2004-02-06,2,2
1878,the rite,33047633.0,37000000.0,horror,2011-01-28,4,4
1879,the road,8114270.0,25000000.0,drama,2009-11-25,6,6
1881,the rocky horror picture show,140241017.0,1200000.0,musical,1975-09-26,4,4
1882,the roommate,37300107.0,16000000.0,thriller/suspense,2011-02-04,3,2 and a kitten
1883,the running man,37743350.0,30000000.0,action,1987-11-13,96,"18 before the opening titles ended, 60 innocent men, women & children, 4 stalkers and then 14 more people"
1886,the santa clause,144700007.0,22000000.0,comedy,1994-11-11,1,1 Santa
1889,the secret life of bees,37770162.0,11000000.0,drama,2008-10-17,3,2 and a cockroach
1890,the secret life of walter mitty,58236838.0,91000000.0,comedy,2013-12-25,0,0
1893,the shining,44017374.0,19000000.0,horror,1980-05-23,5,5
1894,the signal,251150.0,50000.0,horror,2008-02-22,53,53
1895,the simpsons movie,183135014.0,72500000.0,comedy,2007-07-27,106,"2, plus all 3 members of Green Day, 77 fish and 24 swallows"
1896,the sisterhood of night,6870.0,1000000.0,drama,2015-04-10,1,1
1897,the sisterhood of the traveling pants,39008741.0,25000000.0,drama,2005-06-01,1,1
1898,the sixth sense,293506292.0,40000000.0,thriller/suspense,1999-08-06,4,4
1899,the skeleton key,47806295.0,40000000.0,horror,2005-08-12,3,3
1902,spongebob squarepants: the movie,85416609.0,30000000.0,adventure,2004-11-19,2,2 fish
1903,the square,406216.0,1900000.0,thriller/suspense,2010-04-09,6,5 and a doggie
1907,the strangers,52597610.0,9000000.0,thriller/suspense,2008-05-30,2,2
1909,the switch,27758465.0,19000000.0,romantic comedy,2010-08-20,10,A headful of lice
1914,the talented mr ripley,81292135.0,40000000.0,drama,1999-12-24,5,4 and an unborn child
1916,the texas chainsaw massacre,80390022.0,9000000.0,horror,2003-10-17,5,5
1917,the texas chainsaw massacre,26572439.0,140000.0,horror,1974-10-18,8,8
1918,the texas chainsaw massacre 2,8025872.0,4700000.0,horror,1986-08-22,8,8
1919,the texas chainsaw massacre: the beginning,39517763.0,16000000.0,horror,2006-10-06,11,10 and a cow
1921,the thirteenth floor,11810854.0,16000000.0,thriller/suspense,1999-05-28,6,6 simulations
1922,the time travelers wife,63414846.0,39000000.0,drama,2009-08-14,4,2 and 2 fetuses
1926,the tourist,67631157.0,100000000.0,thriller/suspense,2010-12-10,5,5
1928,the town,92186262.0,37000000.0,drama,2010-09-17,6,6
1934,the truman show,125466701.0,60000000.0,drama,1998-06-05,0,0
1939,the usual suspects,23272306.0,6000000.0,drama,1995-08-16,42,41 and a dog
1943,the virgin suicides,4859475.0,6000000.0,black comedy,2000-04-21,5,5
1944,the vow,125014030.0,30000000.0,drama,2012-02-10,0,0
1946,the watch,34353000.0,55000000.0,comedy,2012-07-27,117,"4 people, a cow, and 112 aliens"
1947,the watcher,28946615.0,33000000.0,thriller/suspense,2000-09-08,12,12
1948,the way of the gun,6047856.0,9000000.0,action,2000-09-08,16,16
