,moviename,BoxOffice,ProductionBudget,Genre,ReleaseDate,deathcount,deathcomment
1162,jumper,81168265.0,82500000.0,adventure,2008-02-14,6.0,6 bodies and 0 motherfuckers
1164,lee daniels the butler,116632095.0,30000000.0,drama,2013-08-16,6.0,6
1170,next day air,10027047.0,3000000.0,comedy,2009-05-08,6.0,6
1171,oldboy,707391.0,3000000.0,thriller/suspense,2005-03-25,6.0,5 and an octopus
1172,one for the money,26414527.0,42000000.0,comedy,2012-01-27,6.0,6
1173,paycheck,53789313.0,60000000.0,thriller/suspense,2003-12-25,6.0,6
1179,sherlock holmes,209028679.0,90000000.0,adventure,2009-12-25,6.0,6
1180,stoker,1703125.0,12000000.0,drama,2013-03-01,6.0,5 and a bird
1183,the conspirator,11538204.0,25000000.0,drama,2011-04-15,6.0,6
1188,the last house on the left,32752215.0,15000000.0,horror,2009-03-13,6.0,6
1189,the last house on the left,32752215.0,15000000.0,horror,2009-03-13,6.0,6
1192,the messengers,35374833.0,16000000.0,horror,2007-02-02,6.0,4 and 2 crows
1193,the notebook,81001787.0,30000000.0,drama,2004-06-25,6.0,6
1194,the other guys,119219978.0,100000000.0,comedy,2010-08-06,6.0,6
1197,the road,8114270.0,25000000.0,drama,2009-11-25,6.0,6
1198,the square,406216.0,1900000.0,thriller/suspense,2010-04-09,6.0,5 and a doggie
1199,the thirteenth floor,11810854.0,16000000.0,thriller/suspense,1999-05-28,6.0,6 simulations
1200,the town,92186262.0,37000000.0,drama,2010-09-17,6.0,6
1202,thinner,15171475.0,14000000.0,horror,1996-10-25,6.0,6
1204,very bad things,9801782.0,10000000.0,black comedy,1998-11-25,6.0,6
1205,water for elephants,58709717.0,38000000.0,drama,2011-04-22,6.0,5 and a horse
1207,x-men,157299717.0,75000000.0,action,2000-07-14,6.0,5 and a bird
1210,annabelle,84273813.0,6500000.0,horror,2014-10-03,5.0,5
1214,boogeyman,46363118.0,20000000.0,horror,2005-02-04,5.0,4 and a bird
1216,cat people,4000000.0,134000.0,drama,1942-11-16,5.0,"3, a bunny, and a panther-person"
1218,cursed,19294901.0,35000000.0,horror,2005-02-25,5.0,4 and a werewolf
1223,derailed,36020063.0,22000000.0,action,2005-11-11,5.0,5
1226,drag me to hell,42100625.0,30000000.0,horror,2009-05-29,5.0,4 and a kitten
1229,eye of the beholder,16500786.0,15000000.0,thriller/suspense,2000-01-28,5.0,5
1230,first blood,47212904.0,14000000.0,action,1982-10-22,5.0,"1 man, 3 dogs, 1 wild pig"
1235,gattaca,12339633.0,36000000.0,drama,1997-10-24,5.0,2 and 3 zygotes
1241,house at the end of the street,31611916.0,6900000.0,horror,2012-09-21,5.0,5
1242,in bruges,7800825.0,15000000.0,comedy,2008-02-08,5.0,5
1243,in dreams,11927682.0,30000000.0,horror,1999-01-15,5.0,5
1245,lake placid,31770413.0,27000000.0,thriller/suspense,1999-07-16,5.0,"2, a bear, a cow and a giant crocodile"
1253,malevolence,126021.0,200000.0,horror,2004-09-10,5.0,5
1255,mud,21590086.0,10000000.0,drama,2013-04-26,5.0,5
1268,saw v,56746769.0,10800000.0,horror,2008-10-24,5.0,5
1269,scary movie 2,71277420.0,45000000.0,comedy,2001-07-04,5.0,5
1273,spider-man 2,373524485.0,200000000.0,adventure,2004-06-30,5.0,4 and Doc Ock
1274,state of play,37017955.0,60000000.0,thriller/suspense,2009-04-17,5.0,5
1276,the faculty,40064955.0,15000000.0,horror,1998-12-25,5.0,"3 people, 1 rat and 1 parasite spitting alien queen"
1278,the heat,159581587.0,43000000.0,comedy,2013-06-28,5.0,5
1279,the monuments men,78031620.0,70000000.0,drama,2014-02-07,5.0,5
1280,the shining,44017374.0,19000000.0,horror,1980-05-23,5.0,5
1282,the talented mr ripley,81292135.0,40000000.0,drama,1999-12-24,5.0,4 and an unborn child
1283,the texas chainsaw massacre,80390022.0,9000000.0,horror,2003-10-17,5.0,5
1284,the tourist,67631157.0,100000000.0,thriller/suspense,2010-12-10,5.0,5
1286,the virgin suicides,4859475.0,6000000.0,black comedy,2000-04-21,5.0,5
1288,trance,2322593.0,16000000.0,thriller/suspense,2013-04-05,5.0,5
1290,twilight,15030732.0,20000000.0,drama,1998-03-06,5.0,"2, a vampire and 2 deer"
1291,we need to talk about kevin,1738692.0,7000000.0,drama,2011-12-09,5.0,4 and a guinea pig
1292,wes cravens new nightmare,17976855.0,8000000.0,horror,1994-10-14,5.0,4 and Freddy again
1296,21 grams,16248701.0,20000000.0,drama,2003-11-21,4.0,4
1297,22 jump street,191719337.0,50000000.0,comedy,2014-06-13,4.0,4
1298,a nightmare on elm street,63075011.0,35000000.0,horror,2010-04-30,4.0,4
1299,a nightmare on elm street,25504513.0,1800000.0,horror,1984-11-09,4.0,4
1300,a nightmare on elm street: the dream child,22168359.0,6000000.0,horror,1989-08-11,4.0,3 and a doll
1301,alice in wonderland,334191110.0,200000000.0,adventure,2010-03-05,4.0,"1, a frog, a jub-jub bird and a jabberwocky"
1302,all good things,582024.0,20000000.0,drama,2010-12-03,4.0,"2 people, a fetus and a dog"
1303,the amazing spider-man,262030663.0,220000000.0,adventure,2012-07-03,4.0,"2 people, a mouse and a genetically enhanced spider"
1306,apollo 18,17686929.0,5000000.0,thriller/suspense,2011-09-02,4.0,3 astronauts and a spider moon rock
1307,austin powers in goldmember,213117789.0,63000000.0,comedy,2002-07-25,4.0,3 and a fembot
1312,the bourne ultimatum,227471070.0,130000000.0,thriller/suspense,2007-08-03,4.0,4
1313,brokeback mountain,83043761.0,13900000.0,drama,2005-12-09,4.0,"1, a moose, a coyote and a sheep"
1314,cape fear,79091969.0,35000000.0,thriller/suspense,1991-11-15,4.0,3 and a dog
1319,cloudy with a chance of meatballs,124870275.0,100000000.0,comedy,2009-09-18,4.0,1 and 3 gummie bears
1323,deuce bigalow: european gigolo,22264487.0,22000000.0,comedy,2005-08-12,4.0,4
1325,eves bayou,14821531.0,5000000.0,drama,1997-11-07,4.0,4 and 0 motherfuckers
1327,fantastic four,56117548.0,120000000.0,action,2015-08-07,4.0,4
1330,gravity,274092705.0,110000000.0,thriller/suspense,2013-10-04,4.0,4
1331,harry potter and the goblet of fire,290013036.0,150000000.0,adventure,2005-11-18,4.0,3 and a bug
1332,harry potter and the prisoner of azkaban,249538952.0,130000000.0,adventure,2004-06-04,4.0,2 birds and 2 bats
1336,how to lose friends & alienate people,2775593.0,28000000.0,comedy,2008-10-03,4.0,1 dog and 3 goldfish
1339,ice age: the meltdown,195330621.0,75000000.0,adventure,2006-03-31,4.0,"A turtle, 2 dinosaurs, and a dodo (bird)"
1340,inherent vice,8110975.0,20000000.0,drama,2014-12-12,4.0,4
1341,jackie brown,39647595.0,12000000.0,drama,1997-12-25,4.0,4 bodies and 38 motherfuckers from Samuel L. Jackson
1346,lemony snickets a series of unfortunate events,118627117.0,100000000.0,comedy,2004-12-17,4.0,4
1348,man of the house,19118247.0,50000000.0,comedy,2005-02-25,4.0,4
1349,the man who knew too little,13801755.0,20000000.0,comedy,1997-11-14,4.0,4
1351,memento,25530884.0,5000000.0,drama,2001-03-16,4.0,4
1352,milk,31841299.0,20000000.0,drama,2008-11-26,4.0,4
1353,monster,34469210.0,5000000.0,drama,2003-12-24,4.0,4
1354,nurse betty,25170054.0,24000000.0,black comedy,2000-09-08,4.0,4
1355,oculus,27695246.0,5000000.0,horror,2014-04-11,4.0,4
1356,orphan,41596251.0,20000000.0,drama,2009-07-24,4.0,3 and a pigeon
1358,paul,37412945.0,40000000.0,comedy,2011-03-18,4.0,"2, a bird and a dog"
1359,phone booth,46566212.0,11000000.0,thriller/suspense,2003-04-04,4.0,4
1360,practical magic,46611204.0,60000000.0,comedy,1998-10-16,4.0,4
1362,prisoners,61002302.0,46000000.0,thriller/suspense,2013-09-20,4.0,4
1363,red dragon,92955420.0,78000000.0,thriller/suspense,2002-10-04,4.0,4
1371,shrek the third,321012359.0,160000000.0,adventure,2007-05-17,4.0,1 Frog King Dad-in-Law and 3 bugs
1373,sinister,48086903.0,3000000.0,thriller/suspense,2012-10-12,4.0,3 and a scorpion
1374,slumdog millionaire,141319928.0,14000000.0,drama,2008-11-12,4.0,4
1377,star trek v: the final frontier,50531965.0,30000000.0,action,1989-06-09,4.0,3 and 1 god dude
1379,taxi driver,28262574.0,1000000.0,drama,1976-02-08,4.0,4
1385,the exorcist,204868002.0,12000000.0,horror,1973-12-26,4.0,4
1386,the five-year engagement,28700285.0,30000000.0,romantic comedy,2012-04-27,4.0,4
1387,the fourth kind,26218170.0,10000000.0,thriller/suspense,2009-11-06,4.0,4
1389,the girl with the dragon tattoo,102515793.0,90000000.0,thriller/suspense,2011-12-20,4.0,3 and a cat
1392,the last exorcism,41034350.0,1800000.0,horror,2010-08-27,4.0,3 and a kitty
1393,the last godfather,164247.0,13400000.0,comedy,2011-04-01,4.0,4
1396,the passion of the christ,370782930.0,25000000.0,drama,2004-02-25,4.0,3 and a snake
1398,the rite,33047633.0,37000000.0,horror,2011-01-28,4.0,4
1399,the rocky horror picture show,140241017.0,1200000.0,musical,1975-09-26,4.0,4
1400,the sixth sense,293506292.0,40000000.0,thriller/suspense,1999-08-06,4.0,4
1403,the time travelers wife,63414846.0,39000000.0,drama,2009-08-14,4.0,2 and 2 fetuses
1404,the wolfman,61979680.0,150000000.0,horror,2010-02-12,4.0,2 and 2 wolfmen
1405,tropic thunder,110461307.0,90000000.0,comedy,2008-08-13,4.0,"1, a bat, a panda and a Tivo"
1406,wag the dog,43022524.0,15000000.0,drama,1997-12-25,4.0,4
1407,what dreams may come,55350897.0,80000000.0,drama,1998-10-02,4.0,4
1409,winters bone,6531503.0,2000000.0,drama,2010-06-11,4.0,4 squirrels
1410,wonderland,1060512.0,5500000.0,drama,2003-10-03,4.0,4
1414,amadeus,51564280.0,18000000.0,drama,1984-09-19,3.0,3
1415,american history x,6712241.0,10000000.0,drama,1998-10-30,3.0,3
1416,apollo 13,172036360.0,65000000.0,drama,1995-06-30,3.0,3
1418,basic,26599248.0,50000000.0,thriller/suspense,2003-03-28,3.0,3
1422,bug,7006708.0,4000000.0,drama,2007-05-25,3.0,3
1425,captain phillips,107136417.0,55000000.0,drama,2013-10-11,3.0,3
1426,catwoman,40202379.0,100000000.0,action,2004-07-23,3.0,3
1429,clay pigeons,1789892.0,8000000.0,thriller/suspense,1998-09-25,3.0,3
1432,death to smoochy,8355815.0,50000000.0,black comedy,2002-03-29,3.0,3
1433,deception,4598506.0,25000000.0,thriller/suspense,2008-04-25,3.0,3
1436,dont be afraid of the dark,24046682.0,25000000.0,horror,2011-08-26,3.0,1 and 2 evil ass fairies
1437,enchanted,127706877.0,85000000.0,romantic comedy,2007-11-21,3.0,"1 cockroach, 1 bag of bird seed (which was stabbed with a sword), and 1 evil witch queen who was killed while in dragon form."
1438,event horizon,26668092.0,60000000.0,horror,1997-08-15,3.0,3
1441,freedom writers,36605602.0,21000000.0,drama,2007-01-05,3.0,3
1442,ghostbusters,242212467.0,30000000.0,comedy,1984-06-08,3.0,1 Stay Puft Marshmallow Man and 2 gargoyle dogs
1444,happy gilmore,38602000.0,10000000.0,comedy,1996-02-16,3.0,2 and an alligator
1445,harry potter and the sorcerer¥Ë_¥Ë_s stone,317575550.0,125000000.0,adventure,2001-11-16,3.0,2 and a unicorn
1447,if i stay,50474843.0,11000000.0,drama,2014-08-22,3.0,3
1448,inception,292576195.0,160000000.0,thriller/suspense,2010-07-16,3.0,3
1449,the iron giant,23159305.0,50000000.0,adventure,1999-08-04,3.0,2 and a deer
1450,it follows,14674077.0,2000000.0,horror,2015-03-13,3.0,2 people and 1 bug
1452,jaws 4: the revenge,15728335.0,23000000.0,horror,1987-07-17,3.0,2 and a shark
1455,kickboxer,14533681.0,1500000.0,action,1989-09-08,3.0,3
1456,killing them softly,14945541.0,15000000.0,thriller/suspense,2012-11-30,3.0,3
1458,let¥Ë_¥Ë_s be cops,82390774.0,17000000.0,comedy,2014-08-13,3.0,3
1459,little shop of horrors,38747385.0,30000000.0,musical,1986-12-19,3.0,"2 and a plant<br />(However, in the original ending that Frank Oz shot, the true body count would be 4 and no plant. Test audiences hated this ending "
1461,minority report,132024714.0,102000000.0,action,2002-06-21,3.0,3
1463,money train,35305090.0,68000000.0,action,1995-11-22,3.0,3
1464,never let me go,2419730.0,15000000.0,drama,2010-09-15,3.0,3
1467,old school,75155000.0,24000000.0,comedy,2003-02-21,3.0,3
1468,open water,30500882.0,500000.0,thriller/suspense,2004-08-06,3.0,2 whiny assholes and one underwater camera eaten by a mako shark
1471,paranormal activity 2,84752907.0,3000000.0,horror,2010-10-20,3.0,2 and 1 bird
1473,party monster,742898.0,5000000.0,comedy,2003-08-29,3.0,3
1477,premonition,47852604.0,20000000.0,thriller/suspense,2007-03-16,3.0,2 people and 1 crow
1483,seeking a friend for the end of the world,7078738.0,10000000.0,comedy,2012-06-22,3.0,3
1484,a serious man,9228788.0,7000000.0,comedy,2009-10-02,3.0,2 and a deer
1486,shrek 2,436471036.0,70000000.0,adventure,2004-05-19,3.0,"1 mermaid, 1 dove and 1 fairy godmother"
1487,spider-man 3,336530303.0,258000000.0,adventure,2007-05-04,3.0,2 and the Venom Symbiote
1488,starsky & hutch,88200225.0,60000000.0,comedy,2004-03-05,3.0,"1, an iguana tail and a pony"
1489,stone,1810078.0,22000000.0,drama,2010-10-08,3.0,2 and a fly
1491,strangers on a train,7000000.0,1200000.0,thriller/suspense,1951-07-03,3.0,3
1492,the aviator,102608827.0,110000000.0,drama,2004-12-17,3.0,3
1499,the ghost writer,15541549.0,45000000.0,thriller/suspense,2010-02-19,3.0,3
1502,the help,169705587.0,25000000.0,drama,2011-08-10,3.0,"1 person, 1 fetus and a chicken"
1503,the house of the devil,101215.0,1000000.0,horror,2009-10-30,3.0,3
1506,the lazarus effect,25801570.0,5000000.0,horror,2015-02-27,3.0,2 and a dog
1509,the men who stare at goats,32428195.0,24000000.0,black comedy,2009-11-06,3.0,2 and a goat
1510,the number 23,35193167.0,32000000.0,thriller/suspense,2007-02-23,3.0,3
1511,the outsiders,25584680.0,10000000.0,drama,1983-03-25,3.0,3
1513,the roommate,37300107.0,16000000.0,thriller/suspense,2011-02-04,3.0,2 and a kitten
1514,the secret life of bees,37770162.0,11000000.0,drama,2008-10-17,3.0,2 and a cockroach
1516,the skeleton key,47806295.0,40000000.0,horror,2005-08-12,3.0,3
1522,whats eating gilbert grape,9170214.0,11000000.0,drama,1993-12-25,3.0,2 and a grasshopper
1525,wild things,29753944.0,20000000.0,thriller/suspense,1998-03-20,3.0,3
1526,zodiac,33080084.0,85000000.0,thriller/suspense,2007-03-02,3.0,3
1527,zoolander,45172250.0,28000000.0,comedy,2001-09-28,3.0,"3 really, really ridiculously good-looking models "
1528,16 blocks,36883539.0,45000000.0,action,2006-03-03,2.0,2
1530,ace ventura: pet detective,71602138.0,12000000.0,comedy,1994-02-04,2.0,1 and a bug
1533,american dreamz,7156725.0,17000000.0,black comedy,2006-04-21,2.0,2
1536,anchorman: the legend of ron burgundy,84136909.0,25000000.0,comedy,2004-07-09,2.0,1 and a squirrel
1538,antitrust,10965209.0,30000000.0,thriller/suspense,2001-01-12,2.0,2
1540,awake,14373825.0,8600000.0,thriller/suspense,2007-11-30,2.0,2
1541,big trouble,7262288.0,45000000.0,comedy,2002-04-05,2.0,1 person and 2 television sets
1544,bloodsport,11806119.0,1500000.0,action,1988-02-26,2.0,2 bodies and Van Damme gave us 10 full horizontal splits
1548,broken city,19701164.0,35000000.0,thriller/suspense,2013-01-18,2.0,2
1549,burn after reading,60355347.0,37000000.0,black comedy,2008-09-12,2.0,2
1555,dear john,80014842.0,25000000.0,drama,2010-02-05,2.0,2
1556,defendor,44462.0,3750000.0,drama,2010-02-19,2.0,2
1557,deuce bigalow: male gigolo,65535067.0,18000000.0,comedy,1999-12-10,2.0,1 rainbow fish and 1 chinese tailbar lionfish
1558,the dictator,59650222.0,65000000.0,comedy,2012-05-16,2.0,2
1561,dream house,21302340.0,50000000.0,horror,2011-09-30,2.0,2
1562,duets,4734235.0,16000000.0,drama,2000-09-15,2.0,2
1563,dumb & dumber,127140750.0,16000000.0,comedy,1994-12-16,2.0,1 and a bird
1564,edward scissorhands,53976987.0,20000000.0,comedy,1990-12-07,2.0,2
1565,escape from tomorrow,171962.0,650000.0,drama,2013-10-11,2.0,1 and an android
1566,ex machina,25440971.0,13000000.0,thriller/suspense,2015-04-10,2.0,2
1567,existenz,2840417.0,20700000.0,thriller/suspense,1999-04-23,2.0,2
1568,extract,10823158.0,7500000.0,comedy,2009-09-04,2.0,1 and a testicle
1570,fantastic four: rise of the silver surfer,131921738.0,120000000.0,action,2007-06-15,2.0,2
1572,3 men and a baby,164016972.0,15000000.0,comedy,1987-11-25,2.0,2
1579,half baked,17278980.0,8000000.0,comedy,1998-01-16,2.0,1 horse and 1 dog
1580,a haunted house,40041683.0,2500000.0,comedy,2013-01-11,2.0,1 and a dog
1587,i think i love my wife,12550605.0,14000000.0,romantic comedy,2007-03-16,2.0,2 policemen
1589,intolerable cruelty,35327628.0,60000000.0,romantic comedy,2003-10-10,2.0,2
1596,killer joe,1291645.0,10000000.0,black comedy,2012-07-27,2.0,2
1598,life as we know it,53374681.0,38000000.0,romantic comedy,2010-10-08,2.0,2
1601,mean creek,603951.0,500000.0,drama,2004-08-20,2.0,1 and a snail
1602,memoirs of a geisha,57010853.0,85000000.0,drama,2005-12-09,2.0,2
1604,monster house,73661010.0,75000000.0,adventure,2006-07-21,2.0,1 and a monster house (More people were eaten by the monster house but at the end they magically reappeared and we had to cross them off the list.)
1605,moonrise kingdom,45512466.0,16000000.0,drama,2012-05-25,2.0,1 dog and 1 fish
1608,my own private idaho,6401336.0,2500000.0,black comedy,1991-09-29,2.0,2
1609,my sisters keeper,49200230.0,27500000.0,drama,2009-06-26,2.0,2
1610,national lampoon¥Ë_¥Ë_s vacation,61399552.0,15000000.0,comedy,1983-07-29,2.0,Aunt Edna and the dog
1611,national treasure,173005002.0,100000000.0,adventure,2004-11-19,2.0,2
1613,network,23689877.0,3800000.0,drama,1976-01-01,2.0,2
1615,novocaine,2025238.0,6000000.0,comedy,2001-11-16,2.0,2
1617,office space,10824921.0,10000000.0,black comedy,1999-02-19,2.0,1 and a fish
1618,one flew over the cuckoos nest,108981275.0,4400000.0,drama,1975-11-19,2.0,2
1619,pain & gain,49875291.0,26000000.0,action,2013-04-26,2.0,2
1620,panic room,95308367.0,48000000.0,thriller/suspense,2002-03-29,2.0,2
1621,paranormal activity 3,104028807.0,5000000.0,horror,2011-10-21,2.0,2
1622,paranormal activity 4,53900335.0,5000000.0,horror,2012-10-19,2.0,2
1624,paranorman,56003051.0,60000000.0,comedy,2012-08-17,2.0,1 and a fly
1626,primer,424760.0,7000.0,drama,2004-10-08,2.0,2
1630,quest for camelot,22717758.0,40000000.0,adventure,1998-05-15,2.0,2
1635,scrooged,59450353.0,32000000.0,comedy,1988-11-23,2.0,2
1640,south park: bigger longer & uncut,52037603.0,21000000.0,comedy,1999-06-30,2.0,"2. That's right, I said TWO. The 312 people, 2 bears, robot king and demon that died in the war DON'T COUNT!"
1641,southpaw,52421953.0,30000000.0,drama,2015-07-24,2.0,2
1643,striptease,32758418.0,50000000.0,comedy,1996-06-28,2.0,2
1644,sunshine cleaning,12062558.0,5000000.0,comedy,2009-03-13,2.0,2
1646,superstar,30628981.0,14000000.0,comedy,1999-10-08,2.0,2
1648,teeth,347578.0,2000000.0,comedy,2008-01-18,2.0,2
1651,the call,51872378.0,12800000.0,thriller/suspense,2013-03-15,2.0,2
1653,the emperors new groove,89296573.0,100000000.0,adventure,2000-12-15,2.0,2 bugs
1655,the good girl,14018296.0,8000000.0,comedy,2002-08-07,2.0,2
1656,the hudsucker proxy,2816518.0,40000000.0,comedy,1994-03-11,2.0,2
1657,the judge,47119388.0,50000000.0,drama,2014-10-10,2.0,2
1658,the last airbender,131601062.0,150000000.0,adventure,2010-07-01,2.0,2
1659,the lincoln lawyer,58009200.0,40000000.0,thriller/suspense,2011-03-18,2.0,1 and a dog
1661,the longest yard,158119460.0,82000000.0,comedy,2005-05-27,2.0,1 and a Bentley
1662,the lovely bones,44028238.0,95000000.0,drama,2009-12-11,2.0,2
1667,the return,501752.0,15000000.0,drama,2004-02-06,2.0,2
1668,spongebob squarepants: the movie,85416609.0,30000000.0,adventure,2004-11-19,2.0,2 fish
1669,the strangers,52597610.0,9000000.0,thriller/suspense,2008-05-30,2.0,2
1673,the wizard of oz,33711566.0,2777000.0,musical,1939-08-25,2.0,2
1674,the yards,882710.0,20000000.0,drama,2000-10-20,2.0,2
1677,trainspotting,16501000.0,3100000.0,drama,1996-07-19,2.0,1 and a baby
1679,two brothers,18947630.0,72000000.0,drama,2004-06-25,2.0,2 tigers
1680,up,293004164.0,175000000.0,adventure,2009-05-29,2.0,2
1682,veronica mars,3322127.0,6000000.0,drama,2014-03-14,2.0,2
1685,what planet are you from?,6291602.0,50000000.0,comedy,2000-03-03,2.0,2
1686,wild,37880356.0,15000000.0,drama,2014-12-03,2.0,1 mom and 1 horse
1690,28 days,37035515.0,43000000.0,comedy,2000-04-14,1.0,1
1693,a knight¥Ë_¥Ë_s tale,56083966.0,41000000.0,adventure,2001-05-11,1.0,1
1696,aladdin,208577270.0,28000000.0,comedy,1992-11-11,1.0,1
1700,american beauty,130058047.0,15000000.0,drama,1999-09-15,1.0,1
1702,american hustle,150117807.0,40000000.0,black comedy,2013-12-13,1.0,1
1705,another happy day,9120.0,4000000.0,drama,2011-11-18,1.0,1
1706,argo,136025503.0,44500000.0,thriller/suspense,2012-10-12,1.0,1
1707,august: osage county,37738810.0,25000000.0,black comedy,2013-12-25,1.0,1
1709,bad santa,60060328.0,18000000.0,black comedy,2003-11-26,1.0,1
1710,bee movie,126631277.0,150000000.0,comedy,2007-11-02,1.0,1 bug
1711,bernie,9204489.0,6000000.0,black comedy,2012-04-27,1.0,1
1713,big fish,66432867.0,70000000.0,drama,2003-12-10,1.0,1
1714,blended,46290741.0,45000000.0,romantic comedy,2014-05-23,1.0,1 baby boar
1715,blue valentine,9737892.0,1000000.0,drama,2010-12-29,1.0,1
1716,bridge to terabithia,82234139.0,25000000.0,drama,2007-02-16,1.0,1
1718,bubble boy,5002310.0,13000000.0,comedy,2001-08-24,1.0,1 cow
1720,bully,881824.0,2100000.0,drama,2001-07-13,1.0,1
1721,buried,1044143.0,1987650.0,thriller/suspense,2010-09-24,1.0,1
1724,chicken run,106793915.0,42000000.0,adventure,2000-06-21,1.0,1 chicken
1726,chloe,3075255.0,13000000.0,thriller/suspense,2010-03-26,1.0,1
1727,choke,2926565.0,3400000.0,comedy,2008-09-26,1.0,1
1729,cinderella,201151353.0,95000000.0,drama,2015-03-13,1.0,1
1730,cirque du freak: the vampires assistant,14046595.0,40000000.0,action,2009-10-23,1.0,1
1731,clerks,2852326.0,27000.0,comedy,1994-10-19,1.0,1
1741,dallas buyers club,27298285.0,5000000.0,drama,2013-11-01,1.0,1
1743,dark water,25473093.0,60000000.0,thriller/suspense,2005-07-08,1.0,1
1744,dead poets society,94326915.0,16400000.0,drama,1989-06-02,1.0,1
1747,despicable me,251513985.0,69000000.0,comedy,2010-07-09,1.0,1 bird
1751,the divine secrets of the ya-ya sisterhood,69586544.0,27000000.0,comedy,2002-06-07,1.0,1
1752,do the right thing,24289231.0,6000000.0,comedy,1989-06-30,1.0,1
1753,dodgeball: a true underdog story,114326736.0,30000000.0,comedy,2004-06-18,1.0,1
1754,donnie darko,1270522.0,4500000.0,drama,2001-10-26,1.0,1
1759,ed wood,5755976.0,18000000.0,comedy,1994-09-30,1.0,1
1761,family plot,13200000.0,3000000.0,black comedy,1976-04-09,1.0,1
1762,fast times at ridgemont high,27092880.0,4500000.0,comedy,1982-08-13,1.0,1 fetus
1763,fear and loathing in las vegas,10562387.0,18500000.0,comedy,1998-05-22,1.0,1 bat
1766,fight club,37030102.0,65000000.0,drama,1999-10-15,1.0,1
1769,garden state,26782316.0,2500000.0,drama,2004-07-28,1.0,1 hamster
1772,gone girl,167767189.0,61000000.0,thriller/suspense,2014-10-03,1.0,1
1773,good night and good luck,31501218.0,7000000.0,drama,2005-10-07,1.0,1
1774,gran torino,148095302.0,25000000.0,drama,2008-12-12,1.0,1
1775,hancock,227946274.0,150000000.0,action,2008-07-01,1.0,1
1777,hard candy,1024640.0,950000.0,horror,2006-04-14,1.0,1
1778,harry potter and the order of the phoenix,292004738.0,150000000.0,adventure,2007-07-11,1.0,1
1780,heavenly creatures,2932067.0,5000000.0,drama,1994-11-16,1.0,1
1782,home fries,10443316.0,15000000.0,black comedy,1998-11-25,1.0,1
1784,hope floats,60033780.0,30000000.0,drama,1998-05-29,1.0,1
1785,horrible bosses,117538559.0,35000000.0,comedy,2011-07-08,1.0,1
1791,igby goes down,4777465.0,9000000.0,comedy,2002-09-13,1.0,1
1794,insidious,54009150.0,1500000.0,horror,2011-04-01,1.0,1
1795,insidious chapter 2,83586447.0,5000000.0,horror,2013-09-13,1.0,1
1797,jay and silent bob strike back,30059386.0,22000000.0,comedy,2001-08-24,1.0,1
1798,jersey girl,25266129.0,35000000.0,comedy,2004-03-26,1.0,1
1800,kinsey,10214647.0,11000000.0,drama,2004-11-12,1.0,1
1804,lets go to prison,4630045.0,4000000.0,comedy,2006-11-17,1.0,1
1806,lilo & stitch,145771527.0,80000000.0,adventure,2002-06-21,1.0,1 alien cop
1809,little miss sunshine,59891098.0,8000000.0,comedy,2006-07-26,1.0,1
1810,love happens,22965110.0,18000000.0,drama,2009-09-18,1.0,1
1813,man on the moon,34580635.0,52000000.0,drama,1999-12-22,1.0,1
1818,margin call,5353586.0,3400000.0,drama,2011-10-21,1.0,1 dog
1820,me myself & irene,90570999.0,51000000.0,romantic comedy,2000-06-23,1.0,1
1826,million dollar baby,100422786.0,30000000.0,drama,2004-12-15,1.0,1
1829,moulin rouge,57386369.0,53000000.0,musical,2001-05-18,1.0,1
1830,mr deeds,126203320.0,50000000.0,comedy,2002-06-28,1.0,1
1831,muppets from space,16304786.0,24000000.0,comedy,1999-07-14,1.0,1 cat
1833,my super ex-girlfriend,22530295.0,30000000.0,comedy,2006-07-21,1.0,1 shark
1835,napoleon dynamite,44540956.0,400000.0,comedy,2004-06-11,1.0,1 cow
1838,new years eve,54544638.0,26000000.0,romantic comedy,2011-12-09,1.0,1
1840,night at the museum,250863268.0,110000000.0,comedy,2006-12-22,1.0,1 caveman statue
1842,no reservations,43107979.0,28000000.0,romantic comedy,2007-07-27,1.0,1
1846,oceans eleven,183417150.0,85000000.0,thriller/suspense,2001-12-07,1.0,1
1849,one true thing,23209440.0,30000000.0,drama,1998-09-18,1.0,1
1850,orange county,41059716.0,18000000.0,comedy,2002-01-11,1.0,1
1852,paranormal activity,107918810.0,450000.0,horror,2009-09-25,1.0,1
1857,phenomenon,104632573.0,32000000.0,drama,1996-07-05,1.0,1
1858,philadelphia,76512063.0,26000000.0,drama,1993-12-22,1.0,1
1859,pieces of april,2498144.0,300000.0,comedy,2003-10-17,1.0,1 squirrel
1863,ps i love you,53695808.0,30000000.0,romantic comedy,2007-12-21,1.0,1
1869,requiem for a dream,3635482.0,4500000.0,drama,2000-10-06,1.0,1
1872,road trip,68525609.0,16000000.0,comedy,2000-05-19,1.0,1
1876,running with scissors,6860000.0,12000000.0,comedy,2006-10-20,1.0,1 cat
1877,saving silverman,19351569.0,22000000.0,comedy,2001-02-09,1.0,1
1879,shakespeare in love,100241322.0,26000000.0,romantic comedy,1998-12-11,1.0,1
1881,shutter island,128012934.0,80000000.0,thriller/suspense,2010-02-19,1.0,1
1882,silent house,12739737.0,2000000.0,horror,2012-03-09,1.0,1
1888,soul surfer,43853424.0,18000000.0,drama,2011-04-08,1.0,1 shark
